Sample Name	Sample ID	Sample Type	CE(22:6)_IS	CE1	CE2	CE3	CE4	CE5	CE6	CE7	CE8	CE9	CE10	CE11	CE12	CE13	CE14	CE15	CE16	CE17	CE18	CE19	CE20	CE21	CE22	CER1	CER2	CER3	CER4	CER5	CER6	CER7	CER8	CER9	CER10	DAG_IS	DAG1	DAG2	DAG3	DAG4	DAG5	DAG6	DAG7	DAG8	DAG9	DAG10	DAG11	DAG12	DAG13	DAG14	DAG15	DAG16	DAG17	DAG18	DAG19	DAG20	DAG21	DAG22	DAG23	DAG24	DAG25	DAG26	DAG27	DAG28	DAG29	DAG30	DAG31	DAG32	DAG33	DAG34	DAG35	DAG36	DAG37	DAG38	DAG39	DAG40	DAG41	DAG42	DAG43	DCER.IS	DCER1	DCER2	DCER3	DCER4	DCER5	DCER6	DCER7	DCER8	DCER9	DCER10	DCER11	DCER12	HCER1	HCER2	HCER3	HCER4	HCER5	HCER6	HCER7	HCER8	HCER9	HCER10	HCER11	HCER12	HCER13	HCER14	HCER15	HCER16	HCER17	HCER18	HCER19	HCER20	LCER(16:0)+H_d9_Lipidyzer.IS	LCER1	LCER2	LCER3	LCER4	LCER5	LCER6	LCER7	LCER8	LCER9	LCER10	LCER11	LCER12	MAG_d7_IS	MAG1	MAG2	MAG3	MAG4	MAG5	PE1	PE2	PE3	PE4	PE5	PE6	PE7	PE8	PE9	SM(18:1)+H_d9_SPLASH.IS	SM1	SM2	SM3	SM4	SM5	SM6	SM7	SM8	SM9	SM10	SM11	SM12	TAG(15:0_18:1-d7_15:0)+NH4_SPLASH.IS	TAG(50:1-d9_FA16:0)+NH4_Lipidyzer.IS	TAG(52:1-d9_FA18:0)+NH4_Lipidyzer.IS	TAG(52:2-d9_FA18:1)+NH4_Lipidyzer.IS	TAG(52:3-d9_FA18:2)+NH4_Lipidyzer.IS	TAG(54:5-d9_FA20:4)+NH4_Lipidyzer.IS	TAG1	TAG2	TAG3	TAG4	TAG5	TAG6	TAG7	TAG8	TAG9	TAG10	TAG11	TAG12	TAG13	TAG14	TAG15	TAG16	TAG17	TAG18	TAG19	TAG20	TAG21	TAG22	TAG23	TAG24	TAG25	TAG26	TAG27	TAG28	TAG29	TAG30	TAG31	TAG32	TAG33	TAG34	TAG35	TAG36	TAG37	TAG38	TAG39	TAG40	TAG41	TAG42	TAG43	TAG44	TAG45	TAG46	TAG47	TAG48	TAG49	TAG50	TAG51	TAG52	TAG53	TAG54	TAG55	TAG56	TAG57	TAG58	TAG59	TAG60	TAG61	TAG62	TAG63	TAG64	TAG65	TAG66	TAG67	TAG68	TAG69	TAG70	TAG71	TAG72	TAG73	TAG74	TAG75	TAG76	TAG77	TAG78	TAG79	TAG80	TAG81	TAG82	TAG83	TAG84	TAG85	TAG86	TAG87	TAG88	TAG89	TAG90	TAG91	TAG92	TAG93	TAG94	TAG95	TAG96	TAG97	TAG98	TAG99	TAG100	TAG101	TAG102	TAG103	TAG104	TAG105	TAG106	TAG107	TAG108	TAG109	TAG110	TAG111	TAG112	TAG113	TAG114	TAG115	TAG116	TAG117	TAG118	TAG119	TAG120	TAG121	TAG122	TAG123	TAG124	TAG125	TAG126	TAG127	TAG128	TAG129	TAG130	TAG131	TAG132	TAG133	TAG134	TAG135	TAG136	TAG137	TAG138	TAG139	TAG140	TAG141	TAG142	TAG143	TAG144	TAG145	TAG146	TAG147	TAG148	TAG149	TAG150	TAG151	TAG152	TAG153	TAG154	TAG155	TAG156	TAG157	TAG158	TAG159	TAG160	TAG161	TAG162	TAG163	TAG164	TAG165	TAG166	TAG167	TAG168	TAG169	TAG170	TAG171	TAG172	TAG173	TAG174	TAG175	TAG176	TAG177	TAG178	TAG179	TAG180	TAG181	TAG182	TAG183	TAG184	TAG185	TAG186	TAG187	TAG188	TAG189	TAG190	TAG191	TAG192	TAG193	TAG194	TAG195	TAG196	TAG197	TAG198	TAG199	TAG200	TAG201	TAG202	TAG203	TAG204	TAG205	TAG206	TAG207	TAG208	TAG209	TAG210	TAG211	TAG212	TAG213	TAG214	TAG215	TAG216	TAG217	TAG218	TAG219	TAG220	TAG221	TAG222	TAG223	TAG224	TAG225	TAG226	TAG227	TAG228	TAG229	TAG230	TAG231	TAG232	TAG233	TAG234	TAG235	TAG236	TAG237	TAG238	TAG239	TAG240	TAG241	TAG242	TAG243	TAG244	TAG245	TAG246	TAG247	TAG248	TAG249	TAG250	TAG251	TAG252	TAG253	TAG254	TAG255	TAG256	TAG257	TAG258	TAG259	TAG260	TAG261	TAG262	TAG263	TAG264	TAG265	TAG266	TAG267	TAG268	TAG269	TAG270	TAG271	TAG272	TAG273	TAG274	TAG275	TAG276	TAG277	TAG278	TAG279	TAG280	TAG281	TAG282	TAG283	TAG284	TAG285	TAG286	TAG287	TAG288	TAG289	TAG290	TAG291	TAG292	TAG293	TAG294	TAG295	TAG296	TAG297	TAG298	TAG299	TAG300	TAG301	TAG302	TAG303	TAG304	TAG305	TAG306	TAG307	TAG308	TAG309	TAG310	TAG311	TAG312	TAG313	TAG314	TAG315	TAG316	TAG317	TAG318	TAG319	TAG320	TAG321	TAG322	TAG323	TAG324	TAG325	TAG326	TAG327	TAG328	TAG329	TAG330	TAG331	TAG332	TAG333	TAG334	TAG335	TAG336	TAG337	TAG338	TAG339	TAG340	TAG341	TAG342	TAG343	TAG344	TAG345	TAG346	TAG347	TAG348	TAG349	TAG350	TAG351	TAG352	TAG353	TAG354	TAG355	TAG356	TAG357	TAG358	TAG359	TAG360	TAG361	TAG362	TAG363	TAG364	TAG365	TAG366	TAG367	TAG368	TAG369	TAG370	TAG371	TAG372	TAG373	TAG374	TAG375	TAG376	TAG377	TAG378	TAG379	TAG380	TAG381	TAG382	TAG383	TAG384	TAG385	TAG386	TAG387	TAG388	TAG389	TAG390	TAG391	TAG392	TAG393	Carnitine_AC1	Carnitine_AC2	Carnitine_AC3	Carnitine_AC4	Carnitine_AC5	Carnitine_AC6	Carnitine_AC7	Carnitine_AC8	Carnitine_AC9	Carnitine_AC10	Carnitine_AC11	Carnitine_AC12	Carnitine_AC13	Carnitine_AC14	Carnitine_AC15	Carnitine_AC16	Carnitine_AC17	Carnitine_AC18	Carnitine_AC19	Carnitine_AC20	Carnitine_AC21	Carnitine_AC22	Carnitine_AC23	Carnitine_AC24	Carnitine_AC25	IS_FFA_2	IS_FFA_1	FFA1	FFA2	FFA3	FFA4	FFA5	FFA6	FFA7	FFA8	FFA9	FFA10	FFA11	FFA12	FFA13	FFA14	FFA15	FFA16	FFA17	FFA18	FFA19	FFA20	FFA21	FFA22	FFA23	FFA24	FFA25	FFA26	FFA27	FFA28
20250117_IARPA_P2_HR_TNF_TL_ALL_001	Blank	Unknown	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	757074.2925	N/A	N/A	N/A	296760.945	N/A	N/A	146705.926	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	332331.663	N/A	1361805.446	1116748.842	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	370073.702	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	404203.8575	N/A	N/A	N/A	23996.1755	80605.0045	N/A	N/A	N/A	N/A	85021.264	N/A	181867.7695	167339.713	N/A	27696.169	N/A	25993.463	N/A	N/A	N/A	N/A	N/A	N/A	44452.002	N/A	112071.203	N/A	66752.831	N/A	N/A	N/A	118498.0365	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	285450.1705	N/A	N/A	N/A	4150808.132	2253260.998	39614992.82	13586414.44	4579078.744	39855073.79	2399182.14	173184344.1	20653931.34	137827521.5	124968881.6	3714290.773	3067579.169	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	7668367.49	N/A	N/A	10927536.77	N/A	N/A	N/A	N/A	N/A	5958390.446	N/A	N/A	4552930.807	5653974.487	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	136783.3625	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	168147.112	298330.825	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	578719.8	148382.2265	N/A	379275.8225	N/A	N/A	N/A	N/A	N/A	N/A	N/A	456018.9985	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	296862.74	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	46985.36	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	262108.5005	202773.502	N/A	N/A	N/A	N/A	219247.0495	169009.821	N/A	87378.096	N/A	270433.493	N/A	N/A	N/A	N/A	N/A	N/A	N/A	143405.142	92308.4255	N/A	146748.764	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	122010.0965	N/A	N/A	N/A	75832.686	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	34618.611	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	57339.333	N/A	N/A	N/A	N/A	N/A	N/A	N/A	51843.034	N/A	389097.618	N/A	243134.925	N/A	108763.867	N/A	N/A	N/A	198604.969	134710.828	N/A	N/A	N/A	224592.4975	N/A	22391800.49	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	972120249.3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	44062613.1	N/A	N/A	N/A	N/A	66333.627	N/A	43177.5605	1387647.027
20250117_IARPA_P2_HR_TNF_TL_ALL_002	Blank	Unknown	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1095080.248	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	65912.128	N/A	N/A	N/A	N/A	N/A	N/A	824982.46	N/A	3232813.328	906344.52	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	13726089.59	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	225902.5535	N/A	N/A	N/A	N/A	N/A	128539.548	N/A	N/A	N/A	N/A	N/A	N/A	N/A	161018.388	373393.3375	321492.9795	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	23841.7245	106347.6395	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	87349.3135	N/A	N/A	47819.8155	N/A	N/A	6346494.803	N/A	N/A	N/A	95964.9125	155931.597	N/A	N/A	N/A	N/A	N/A	N/A	N/A	552101.029	225193.47	5041660.065	859530.5906	211030.4	18579398.97	1209528.93	33865449.61	8131892.15	9120453.708	4546338.23	702300.9345	448105.6955	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	200258.292	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	202695.069	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	166449.258	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	159826.221	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	69209.8275	N/A	151810.116	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	46140.52	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	180572.5535	N/A	N/A	N/A	N/A	N/A	N/A	N/A	49662.3175	N/A	N/A	N/A	N/A	N/A	114991.6065	60979.9335	N/A	N/A	N/A	167035.568	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	865627202.3	N/A	N/A	N/A	N/A	17297825.44	266583020	N/A	N/A	101057243.3	78513165.85	N/A	N/A	N/A	40741.5945	N/A	N/A	404741.5171
20250117_IARPA_P2_HR_TNF_TL_ALL_003	Blank	Unknown	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1610221.772	N/A	N/A	94785.1215	N/A	N/A	82414.8705	294997.2915	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	13580097.64	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	46182.578	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	18143.4705	N/A	N/A	N/A	N/A	N/A	N/A	4912.3185	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	6490043.322	N/A	N/A	N/A	N/A	70537.187	N/A	N/A	N/A	113504.78	N/A	N/A	N/A	449796.201	291565.897	3111448.864	988005.9615	168503.7265	10849575.39	886509.654	29998820.47	5295808.152	5211268.75	5255031.463	N/A	323200.6645	N/A	N/A	49446.554	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	51092.796	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	166512.043	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	74203.254	N/A	154940.0175	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	31042.816	N/A	N/A	N/A	140212.3495	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	53145.3735	N/A	N/A	N/A	N/A	48356.4545	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	789401755.3	N/A	N/A	N/A	N/A	N/A	227248788.8	N/A	N/A	90782950.95	72108415.57	N/A	N/A	N/A	26250.69	42812.5135	N/A	368681.6214
20250117_IARPA_P2_HR_TNF_TL_ALL_004	Ext Buffer	Unknown	3132324.75	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	187949.895	N/A	62641.9265	N/A	N/A	536395.2575	N/A	312638.2065	N/A	747385.4895	N/A	1394756.828	N/A	888853.6105	N/A	20827377.98	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	8458201.81	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	57680.758	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	74174.333	N/A	N/A	N/A	N/A	N/A	2263833.768	286939.79	206080.347	1582242.988	N/A	216000.7115	N/A	329751.8425	156605.7615	260723.8975	N/A	N/A	N/A	53512391.82	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	131835.0295	N/A	N/A	N/A	N/A	17150.361	N/A	N/A	7843.461	N/A	6566.2465	N/A	N/A	N/A	N/A	N/A	N/A	151648.871	N/A	N/A	N/A	N/A	N/A	N/A	6147610.42	N/A	2824295.886	N/A	N/A	N/A	N/A	79189.658	N/A	N/A	399867.8915	N/A	N/A	N/A	41471.074	473991027.5	332402.366	2125714.588	1029635.372	546893.2895	7734436.814	5535673.002	28775999.83	4895475.029	4147602.041	1324997.565	N/A	N/A	57520582.94	N/A	N/A	79116.0545	49450.9445	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	242349.5035	N/A	N/A	N/A	N/A	N/A	N/A	N/A	476437.233	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	394028.5375	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	61001.02	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	295412.3425	N/A	N/A	N/A	N/A	N/A	N/A	N/A	40168.506	N/A	N/A	N/A	N/A	N/A	43235.23445	N/A	N/A	62124.767	N/A	86705.7745	N/A	N/A	230854869.8	43867780.45	1675430379	158896529.3	171534395.9	1126051350	N/A	N/A	N/A	N/A	898689313.4	N/A	N/A	N/A	47660139.47	N/A	290410877.2	188069099.1	N/A	90593090.79	83224282.78	125834039.2	82452442.91	124330104	103401290.7	N/A	116333.889	392500.691
